product_title,product_image,product_price,product_offer_price,category,sub_category,seller
Palmolive Cream Shower With Milk and Olive Oil 250 ML,https://images.nana.sa/files/main68f8e0==h400=w400.jpg,13.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Clear Shampoo and Conditioner 2 In 1 Anti Dandruff Soft and Shiny 200 ML,https://images.nana.sa/files/6281006438385==h400=w400.png,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Head and Shoulders Shampoo Anti Damdruff Classic Clean For Normal Hair 1000 ML,https://images.nana.sa/pics/511c3bc12dc38a54ca4e1ebf78ebb28565d61722-00==h400=w400.jpg,42.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Shower Gel Cucumber and Green Tea Scent Go Fresh 500 ML,https://images.nana.sa/files/8712561804004.AR==h400=w400.JPG,32.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Creme Soap Creme Care 100 G,https://images.nana.sa/files/4005900224897_01==h400=w400.jpg,5.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Clear Shampoo and Conditioner 2 In 1 For Men Anti Dandruff Hair Fall Defence 200 ML,https://images.nana.sa/files/6281006438484.H==h400=w400.jpg,12.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Soap Inspiring Passion Fruit 125 G × 6,https://images.nana.sa/pics/933e2c37fa63236321c5896e114d79eaf704cc73-00==h400=w400.jpg,14.18,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Palmolive Soap With Citrus & Cream 175 G × 6,https://images.nana.sa/files/6281001816454_result==h400=w400.jpg,27.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Soap Yoghurt With Aloe Vera 175 G × 6,https://images.nana.sa/pics/5f042a1901179be16a8598a76341475479c042bf-00==h400=w400.jpg,26.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Secret Bliss Egyptian Violet and Elemi Oil 75 G × 6,https://images.nana.sa/pics/f803f95349996bf1831262ae1025d19fb59747d2-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Jergens Soap Musk Flatten and Feed 125 G × 6,https://images.nana.sa/pics/3287b5e7dab4413ee375677211f45bfd484e2885-00==h400=w400.jpg,16.75,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Cream Shower Frozen Yoghurt and White Peach Scent 250 ML,https://images.nana.sa/pics/35758565e8fae514e652c7d4d8ba204ad591884a-00==h400=w400.jpg,16.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Sanita Hand Wash Soap Chamomile and Olive Oil 500 ML,https://images.nana.sa/files/6281017402825==h400=w400.jpg,18.25,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnsons Body Wash Vita Rich With Grapeseed Oil 250 ML,https://images.nana.sa/pics/89a6a968aa64642e8a543703a66f82fb6cd95aa7-00==h400=w400.jpg,15.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Soap Vita-Rich With Grapeseed Oil 125 G × 6,https://images.nana.sa/files/66_3574661242217_Johnsons_Adult_Vita-Rich_Grapeseed_Revitalizing_Soap_125gm_5+1_01==h400=w400.jpg,15.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Salux Bath Loofah Excellent For Massage,https://images.nana.sa/pics/bd4ce512c13437bfed5f5fadb12105f924bb9ec1-00==h400=w400.jpg,25,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Skinwhite Soap Lightening 135 G,https://images.nana.sa/pics/f30504e43068c34bb8079166a37082654c5a7343-00==h400=w400.jpg,6.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Candice Shower Gel Aloevera 1 L,https://images.nana.sa/pics/4928bd56a3d34ecef601bb35aef5612ff3712440-00==h400=w400.jpg,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Candice Shower Gel Cocoa Butter 1 L,https://images.nana.sa/pics/6ee97426193a3ad23c1aea19d9be316e1d81449b-00==h400=w400.jpg,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Candice Shower Gel Musk 1 L,https://images.nana.sa/pics/4a34ef1eaf1a28ec9ac3ce78dbcda88acf18f21e-00==h400=w400.jpg,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Soph Hand Wash Soap Romantic 500 ML,https://images.nana.sa/pics/2aace841c4c0d3fe7f9958b47c3e5f9aa958e2af-00==h400=w400.jpg,8.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Enchanter Shower Gel Perfumed Charming 550 ML,https://images.nana.sa/pics/f97cd274e2042246ff97434a49f6efc15b6b337c-00==h400=w400.jpg,17.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Himalaya Herbals Shampoo Against Hair Loss Damage and Spilt Hair 400 ML,https://images.nana.sa/pics/16561bc45b1922afd3171fa91c4cf866d950a771-00==h400=w400.jpg,13,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Vatika Conditioner Olive and Henna 400 ML,https://images.nana.sa/pics/e3cf9ec74cd04d89c58c8b735ea109706406b454-00==h400=w400.jpg,13.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Novell Hand Wash Soap Soft Touch Lemon 500 ML,https://images.nana.sa/pics/dda9451f60fd75ef2e93610e32c149bfaaecad23-00==h400=w400.jpg,5.75,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Vatika Conditioner Moisture Treatment 400 ML,https://images.nana.sa/pics/537dad37c913121d014d5c64a258c39f4bd7f212-00==h400=w400.jpg,15.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Soph Shower Gel Juicy Peach 500 ML,https://images.nana.sa/pics/ca0b8dc273bb910313ee82542be12b7c6f53822c-00==h400=w400.jpg,7.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
E Keratin Conditioner Deep Action For All Types of Hair and Hair Treated With Keratin 230 ML,https://images.nana.sa/pics/92cc98e78cb3232ba80b37bc04d674c81d734960-00==h400=w400.jpg,24.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Cream Shower Yoghurt With Aloe Vera 250 ML,https://images.nana.sa/files/4015000519595_result==h400=w400.jpg,17.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Vita-Rich With Cocoa Butter 250 ML,https://nana.sa/files/78_3574661296111_Johnsons_Adult_Vita-Rich_Cocoa_Butter_Nourishing_Body_Wash_250ml_01.jpg?h=400&w=400,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Shampoo Intensive Repair 200 ML,https://images.nana.sa/files/6281006423244==h400=w400.png,11,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Conditioner Colour Care 350 ML,https://images.nana.sa/files/6281006443617==h400=w400.png,20.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
E Keratin Shampoo For Damaged Hair 230 ML,https://images.nana.sa/pics/dafb293b2972891a868381fb5c713ef1be51be84-00==h400=w400.jpg,24.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Soap For Soft Smooth Skin 135 G 5+1 Free,https://images.nana.sa/pics/ae0fe4caf45a6b1b97c8ba765a6ccbc3f4a950d1-01==h400=w400.jpg,34.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Herbal Essences Conditioner Moisture With Green Herbs & Mint 360 ML,https://images.nana.sa/pics/941e25aa7841370326cbb8f7f6aee44454e5f999-00==h400=w400.jpg,19.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Le Petit Hand Wash Soap With Olive Oil 300 ML,https://images.nana.sa/pics/aa5810bc37540dcb0e70ab921a8f04962d6a0e79-00==h400=w400.jpg,15,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Rozzet Hand Wash Soap Jasmine Scent 500 ML,https://images.nana.sa/files/4-P6-A9914-Rozzet-liquid-hand-wash-Jasmine-Scent-angle-500ml==h400=w400.jpg,8.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Vatika Shampoo Henna and Olive 400 ML × 2,https://images.nana.sa/pics/c1f4b793811b0beb8653da755456e8ad2e5e75e9-00==h400=w400.jpg,24.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Shower Gel Deep For Men 250 ML,https://images.nana.sa/files/4005900522023_01b==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Vatika Shampoo Hair Fall Control 200 ML,https://images.nana.sa/pics/3ebbf7232b24983ede4d3d7c865aba603b247264-00==h400=w400.jpg,7.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Soph Body Wash Charming Kiwi 500 ML,https://images.nana.sa/pics/0218ccd42a8341d1e7613f02a6c210e75ac075ae-00==h400=w400.jpg,8.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
AXE Shower Gel For Body and Hair Iced Mint and Ginger 250 ML,https://images.nana.sa/files/8714100715420==h400=w400.png,22.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
AXE Shower Gel For Body and Hair Charcoal and Water Mint 250 ML,https://images.nana.sa/files/8714100715468==h400=w400.png,22.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Conditioner Repairing Ritual 350 ML,https://images.nana.sa/files/6281006444256==h400=w400.png,27.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Conditioner Strengthening Ritual 350 ML,https://images.nana.sa/files/1624b74==h400=w400.png,23.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dabur Amla Shampoo Damage Repair 400 ML,https://images.nana.sa/pics/d0d5ad9818c2dc22585c3bd74f1e43398878c6c7-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Soap Vita-Rich Body Care With Rose Water 125 G,https://images.nana.sa/files/52_3574661094113_Johnsons_Adult_Vita-Rich_Rose_Water_Soothing_Soap_125gm_01==h400=w400.jpg,2.3,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnsons Soap Vita-Rich Body Care Pomegranate Flower Extract 125 G,https://images.nana.sa/pics/5ef7ea22618403b0695a8c7c20d1d2b044f52020-00==h400=w400.jpg,2.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Shower Gel For Men Power Fresh 250 ML,https://images.nana.sa/files/4005900420091_01b==h400=w400.jpg,18.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Head and Shoulders Shampoo Anti-Dandruff عناية لفروة الرأس الجافة 200 ML,https://images.nana.sa/pics/48bf65526b4a262424a50b417c1f9778cc36aad4-00==h400=w400.jpg,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Syoss Conditioner Purify & Care For Greasy Roots 500 ML,https://images.nana.sa/pics/bcc6a39ee9e9a90a3b80b542b63db44bf2191791-00==h400=w400.jpg,23.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Syoss Shampoo Salon Plex For Treated & Overstressed Hair 500 ML,https://images.nana.sa/pics/77f095d7ceae76aa4dbe62089c9ea338ea85ef8c-00==h400=w400.jpg,21.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fax Hand Wash Soap Ocean 400 ML,https://images.nana.sa/pics/a4dc9fbd31099ebce22bda6518a390c36dc5573a-00==h400=w400.jpg,5.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Miss Paris Soap Passion 125 G,https://images.nana.sa/pics/8567bcc15087d76f2fa3917892be0ae274337ff8-00==h400=w400.jpg,8.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Silk Soap Sea Minerals 125 G,https://images.nana.sa/pics/9cb42908c165068fcae2bbcd03ee38e6d0ec517c-00==h400=w400.jpg,8.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Silk Soap Cherry Blossom 125 G,https://images.nana.sa/pics/96e1578e3445d759955d687da431fb88d4f8ecca-00==h400=w400.jpg,8.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Silk Soap Pearl Glow 125 G,https://images.nana.sa/pics/59c684e9b55724984c17dd1fbc3583f819fd8f8e-00==h400=w400.jpg,2.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Silk Soap Natural Olive 125 G,https://images.nana.sa/pics/da0441c321139aae61e8a46d842bd6f0bdb4c532-00==h400=w400.jpg,1.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Body Wash Perfumed Passion Flower and Patchouli Oil 250 ML,https://images.nana.sa/files/6281006487499==h400=w400.png,19.75,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Gardenia Flower 170 G,https://images.nana.sa/files/6281006485068==h400=w400.png,5.25,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Head and Shoulders Shampoo and Conditioner Anti-Dandruff 2 In 1 Menthol Refresh 900 ML,https://images.nana.sa/pics/c917e717a196e9c341544ce1fd3ae8565edf2e1e-00==h400=w400.jpg,42.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Head and Shoulders Shampoo Anti-Dandruff Apple Fresh 200 ML,https://images.nana.sa/pics/30b34a9b07cec5c242c15d0369b8e4e87b039781-00==h400=w400.jpg,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Clear Shampoo Anti-Dandruff Weightless Hydration With Chia Seeds Extracts 400 ML,https://images.nana.sa/files/6281006425569==h400=w400.png,28.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Sunsilk Conditioner Refresh With Jasmine & Green Tea 350 ML,https://images.nana.sa/files/6281006444133==h400=w400.png,23.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Sunsilk Conditioner Nourishment With Avocado & Shea Butter 350 ML,https://images.nana.sa/files/6281006444171==h400=w400.png,23.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Cream Silk Conditioner Anti-Dandruff 180 ML,https://images.nana.sa/files/6281006452800==h400=w400.png,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Creamy Perfection 170 G × 6,https://images.nana.sa/files/6281006205352==h400=w400.png,29.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Palmolive Soap Moisture Care With Olive and Aloe 120 G × 6,https://images.nana.sa/pics/3c0fcf39c7daba267c073d1211b7da7158618e9c-00==h400=w400.jpg,24.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Palmolive Soap Strawberry and Yogurt 120 G × 6,https://images.nana.sa/files/6281001816393_result==h400=w400.jpg,24.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Sweet Embrace 170 G,https://images.nana.sa/pics/3578e27d2acb813dbfa7824d540feb20dae50646-00==h400=w400.jpg,5.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Velvet Touch 120 G × 6,https://images.nana.sa/pics/864a7f60eb313a413a93d4e3818861f4b8d85143-00==h400=w400.jpg,25.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Velvet Touch 75 G × 6,https://images.nana.sa/pics/42b8589615603809fc0a6f87c269de97214632d8-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Soft Touch 75 G × 6,https://images.nana.sa/pics/887542492cfa20d4ca98c72d46346c0dd3c8f61b-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lifebuoy Body Wash Matcha Green Tea and Aloe Vera Anti-Bacterial 500 ML,https://images.nana.sa/files/6281006488090_result==h400=w400.jpg,43.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Body Wash Moisturizing Gardenia Blossom 250 ML,https://images.nana.sa/files/6281006487673==h400=w400.png,19.75,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dalan Soap With Olives 400 ML,https://images.nana.sa/files/8690529002238_result==h400=w400.jpg,7.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dalan Soap Olive Oil & Lavender 170 G,https://images.nana.sa/pics/20c3064345dd9415c673d8a6383db337ecd283d1-00==h400=w400.jpg,3.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dalan Soap Olive Oil & Daphne 170 G,https://images.nana.sa/pics/d3569e75325e40f91b410ce43464155a460a9b26-00==h400=w400.jpg,3.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
"Elvive Shampoo Cream For Dry , Sensitized Hair 400 ML",https://images.nana.sa/pics/11259f9b111e34e763437e3c65cda808458e53a8-00==h400=w400.jpg,31.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Anti-Bacterial With Sea Salt 400 ML,https://nana.sa/files/10_3574661465883_Johnsons_Anti-Bacterial_Sea_Salts_Body_Wash_400ml_01.jpg?h=400&w=400,29.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Velvet Touch 170 G × 6,https://images.nana.sa/pics/ea70603426b45ff82fed88e254f1c58d0cdd0b38-00==h400=w400.jpg,30,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lifebuoy Body Wash Sea Mineral With Loofah 300 ML,https://images.nana.sa/pics/1548ceea394bfff59cda3eebbf9c87ecb8491017-00==h400=w400.jpg,29.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Rozzet Hand Wash Soap Lemon Scent + Gift 5 L,https://images.nana.sa/pics/15f3cd62764f29badae6cee8bdfc35ed8032eb91-00==h400=w400.jpg,34.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Glamour Soap 125 G,https://images.nana.sa/pics/36f52a1356eef193590804efe102a446235bb37f-00==h400=w400.jpg,1.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dalan Hand Wash Soap Foam 300 ML,https://images.nana.sa/pics/b9af5c5252fcc2117058105d24e758935bed3ead-00==h400=w400.jpg,25.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Silk Soap Midnight Orchid 125 G × 6,https://images.nana.sa/pics/76e75ba0c78be883e3e9bac6722e1a174902fdbd-00==h400=w400.jpg,59.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Maxi Peel Soap For Acne Whitening and Soothing 125 G,https://images.nana.sa/pics/6547a6ae832bdba0fea0792baaf11d10b6ecff72-00==h400=w400.jpg,50.75,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Skinwhite Soap Classic 135 G,https://images.nana.sa/pics/c5e4fa198d0236ffd5c4e884484ce6f1e6322a06-00==h400=w400.jpg,6.325,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Safe Guard Soap Green 135 G,https://images.nana.sa/pics/1bfbf88050c05bfb361c260699793da7c2350cf0-30==h400=w400.jpg,7.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Anti Bacterial With Almond Blossom 250 ML,https://nana.sa/files/03_3574661465869_Johnsons_Anti-Bacterial_Almond_Blossom_Body_Wash_250ml_01.jpg?h=400&w=400,26,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Anti Bacterial With Sea Salt 250 ML,https://www.nana.sa/files/3574661465876.jpg?h=400&w=400,26,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap White Scent Roses 120 G × 6,https://images.nana.sa/files/6281006205253R==h400=w400.jpg,15,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Tempting Musk 170 G,https://images.nana.sa/files/6281006487932==h400=w400.png,4.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Lotus and Honey 120 G,https://images.nana.sa/files/6281006504035==h400=w400.png,5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Fig Extract and Geranium Oil 120 G,https://images.nana.sa/files/6281006504066==h400=w400.png,5.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Camelia and Aloevera 120 G,https://images.nana.sa/files/6281006504073==h400=w400.png,5.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Camellia and Aloevera 170 G,https://images.nana.sa/files/6281006504073==h400=w400.png,7.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Velvet Jasmine 170 G × 6,https://images.nana.sa/files/6281006513617==h400=w400.png,29.5,20.95,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Tempting Musk 120 G × 6,https://images.nana.sa/files/6281006518964==h400=w400.png,21.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lifebuoy Soap Honey and Turmeric 125 G,https://images.nana.sa/files/6281006536050T==h400=w400.jpg,6.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Body Wash Awakening Ritual 250 ML,https://images.nana.sa/files/8717163687758==h400=w400.jpg,23.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Soap Refreshing 175 G × 6,https://images.nana.sa/files/6281031091401_result==h400=w400.jpg,26.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Sairo Body Wash Sea Salts 750 ML,https://images.nana.sa/files/8433295049317_result==h400=w400.jpg,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Lux Soap Creamy Perfection 170 G × 6,https://images.nana.sa/files/6281006485167_result==h400=w400.jpg,34.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Mobi Hand Wash Soap Musk 3 L,https://images.nana.sa/pics/db3aff0990437445d2621dd9c1fb3c7e3f308128-00==h400=w400.jpg,27,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Palmolive Soap With Rosemary and Thyme 125 G,https://images.nana.sa/files/6281001816409_2==h400=w400.png,4.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Hand Wash Soap With Coconut Oil and Almond Milk 500 ML,https://images.nana.sa/files/6281006541702==h400=w400.png,29.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Dove Hand Wash Soap With Avocado Oil and Calendula Extract 500 ML,https://images.nana.sa/files/6281006541689==h400=w400.png,29.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Palmolive Soap With Citrus and Cream 175 G,https://images.nana.sa/files/main_(1)107adf==h400=w400.jpg,4.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Fa Soap Refreshing Lemon 175 G,https://images.nana.sa/pics/3d027f29c26187c67c64f6a001861d946d759099-00==h400=w400.jpg,4.25,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Head and Shoulders Shampoo Anti-Dandruff Classic Clean For Normal Hair 200 ML,https://images.nana.sa/pics/5476f836718a4cd90a6cec5050d35573d87296e9-00==h400=w400.jpg,13.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Elegance Bath Loofah Glove,https://images.nana.sa/pics/ddcd3e2a2795cf899dd20b49d908455f55150a13-00==h400=w400.jpg,17.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Duru Soap Moroccan Rose & Milk Protein 125 G × 6,https://images.nana.sa/pics/e27b7c0e50d3ca2dda304a0fdb25c687e2d0c2e8-00==h400=w400.jpg,19.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Duru Soap Lilac Blossom & Milk Protein 125 G × 6,https://images.nana.sa/pics/439650bacc9225219cb193c07b04a1552896b67c-00==h400=w400.jpg,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Duru Soap Cassie Flower & Milk Protein 125 G × 6,https://images.nana.sa/pics/8b881f059ae54cd84d3c82c3e6e7ff4b2677e6ae-00==h400=w400.jpg,14.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Himalaya Herbals Shampoo Volume and Thickness 400 ML,https://images.nana.sa/pics/7e09ab6212d0e4514b43aba312b3624b42215f25-00==h400=w400.jpg,17.1925,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Duru Soap Jasmine and Milk Protein 125 G,https://images.nana.sa/pics/81580fa0b03bbcc03f8779a1c77bb9a2e2bc9c5f-00==h400=w400.jpg,3.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Pantene Shampoo Colored Hair Repair 200 ML,https://images.nana.sa/pics/46c9149c57370af288f2c282436414b3331cb5b7-00==h400=w400.jpg,10,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Elvive Shampoo Colour Protect For Coloured Or Highlighted Hair 200 ML,https://images.nana.sa/pics/12127a4ab50aca818557045bb502a0888590d211-00==h400=w400.jpg,12.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnsons Soap Vita-Rich Body Care Papaya Extract 125 G × 6,https://images.nana.sa/pics/29042a0c6d489384b0ecde742e1987d634b949b3-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnsons Soap Vita-Rich Body Care Raspberry Extract 125 G × 6,https://images.nana.sa/pics/70744579a63ced6b148ac560debb3ef1f839d53b-00==h400=w400.jpg,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Vita-Rich Body Care With Papaya Extract 250 ML,https://nana.sa/files/73_3574661093659_Johnsons_Adult_Vita-Rich_Papaya_Smoothing_Body_Wash_250ml_01.jpg?h=400&w=400,16.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Johnson Body Wash Vita-Rich Body Care With Rose Water 250 ML,https://images.nana.sa/files/75_3574661093918_Johnsons_Adult_Vita-Rich_Rose_Water_Soothing_Body_Wash_250ml_01==h400=w400.jpg,15.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Duru Soap Beauty Tube Rose & Milk Protein 125 G,https://images.nana.sa/pics/117ffbea0cbb68ce16f0cc35487f0985709f1c0b-00==h400=w400.jpg,2.5,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Shower Gel For Men Moisturizing With Aloe Vera 500 ML,https://images.nana.sa/files/4005808916511_01b==h400=w400.jpg,29.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Soap Care Pearl & Beauty 100 G,https://images.nana.sa/files/4005808325191==h400=w400.jpg,4.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Nivea Soap Care With Lemongrass And Oil 100 G,https://images.nana.sa/files/4005808448302==h400=w400.jpg,4.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
Clear Shampoo Anti Dandruff Anti Hair Fall 200 ML,https://images.nana.sa/files/62810064384221==h400=w400.jpg,12.95,,Beauty & Personal Care,"Shower, Bath & Soap",Aljazera Stores
